,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.1968631367412406,1.5741958111253322,0.9200745657273974,0.9203262015530413,1.0861767451261357,1.063100934497194,1.0803926966589699,0.9515766712113383,1.0754213106078792,0.9881517965032961,0.8029620092183312,1.1066971791921414,0.9540075827092804,1.454891978290502,1.0549182197174425,1.0802630925056236,1.1683169858821185,1.2724019881792545,1.1052105178468945,0.8984405625537055,0.9090587260361745,1.006880780052562,1.0658735162808672,0.8059458606031952
