,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.9345936083372135,1.1937943363848664,0.8722286431176541,0.8982514371290345,1.0456277271855932,0.9954564271467822,1.0405710083408812,0.9070524136512795,1.0666770509797618,0.9731336703799504,0.8090911577870734,1.0542017711516085,0.9281073293690895,1.1607932585874072,0.9913468989508644,1.013562589795807,1.0703147407147198,1.1588648726116122,1.0259890203933777,0.8800911408215921,0.849847060456345,0.9556456344382496,1.0009626456469116,0.7648773780621888
