,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.9622695548998338,1.2359876014849103,0.8768652416097674,0.9000359694551407,1.067443188934912,1.0074075796250006,1.0472560501401058,0.9171796110612493,1.072367942999756,0.9836666772149172,0.8168507580501305,1.0609052618590018,0.930994001086109,1.1959301427959563,1.0039585078495281,1.0255319556825726,1.092846825098953,1.1816980596769746,1.0425681439632817,0.878095965582604,0.8609682857088593,0.9634380168646623,1.0139901988713764,0.7702383602735381
