,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.2721267808292633,1.6872966943392753,0.9334714579077622,0.9242162955102013,1.0913587253250916,1.0755541829009334,1.0904402125969828,0.961165971419872,1.0788416604944955,0.9911426245148721,0.8050817340897708,1.114044622736341,0.9563235227176422,1.5272366135044497,1.062473294986758,1.087370863052361,1.1787632102526138,1.2876934552172257,1.1165821943142042,0.9051686557513864,0.9207920318107298,1.0174066748114492,1.0635625060819165,0.8035893174617764
